CODE-API-BACKWARD-COMPATIBILITY|2|Only add to published APIs; never remove, rename, or change fields without introducing a new version.
CODE-API-CONDITIONAL-REQUESTS|2|Require `If-Match` on concurrent writes and honour `If-None-Match` on GETs to prevent lost updates and wasted bandwidth.
CODE-API-CONTENT-NEGOTIATION|2|Inspect the `Accept` header and respond with the negotiated media type, returning 406 if none is supported.
CODE-API-GRPC-PROTOBUF|2|Define gRPC contracts in `.proto` files and never reuse a field number after it has been retired.
CODE-API-HATEOAS|2|Include hypermedia links in every response so clients discover available actions rather than hardcoding URIs.
CODE-API-HTTP-CACHING|2|Set explicit `Cache-Control` and validation headers on every GET response; never rely on intermediary defaults.
CODE-API-HTTP-STATUS-CODES|2|Use HTTP status codes precisely to communicate outcomes; never return 200 for errors.
CODE-API-PAGINATION|2|Paginate every collection endpoint with a server-enforced maximum page size; never return unbounded results.
CODE-API-PROBLEM-DETAILS|2|Return RFC 7807 Problem Details for all error responses; never expose stack traces or internal details.
CODE-API-RATE-LIMITING|2|Enforce rate limits on all APIs and return 429 with `Retry-After` when clients exceed their quota.
CODE-API-RESOURCE-NOUNS|2|Identify resources with noun URIs and let HTTP methods express the action, never verbs in the path.
CODE-API-STANDARD-HTTP-METHODS|2|Honor HTTP method semantics — GET must be safe, PUT and DELETE must be idempotent.
CODE-API-VERSIONING|2|Version every API explicitly and maintain old versions through a documented deprecation period before removal.
CODE-AR-ASYNC-MESSAGING|2|Prefer asynchronous messaging over synchronous calls whenever the sender does not need an immediate response.
CODE-AR-COMPOSABLE-MODULES|2|Organize infrastructure into small, focused, independently manageable modules with clear inputs and outputs.
CODE-AR-IMMUTABLE-INFRASTRUCTURE|2|Replace infrastructure components by building new immutable instances; never modify running instances in place.
CODE-AR-INFRASTRUCTURE-AS-CODE|2|Define all infrastructure as version-controlled code; never provision or modify environments through manual steps.
CODE-AR-MESSAGE-BROKER|2|Route all inter-service messages through a central broker to decouple producers from consumers.
CODE-AR-PIPELINE-CHANGES|2|Apply all infrastructure changes through an automated pipeline; never run commands directly from a workstation.
CODE-AR-PIPES-AND-FILTERS|2|Decompose complex processing into independent single-responsibility filter stages connected by message channels.
CODE-AR-TEST-INFRASTRUCTURE|2|Test infrastructure code at every level — static analysis, unit, integration, and compliance — before applying it.
CODE-CC-AVOID-LOCKS-IN-HOT-PATHS|2|Hold locks only for the minimum time needed; never perform I/O or long operations inside a critical section.
CODE-CC-DOCUMENT-THREAD-SAFETY|2|Document every class's thread-safety guarantees explicitly as part of its public contract.
CODE-CC-HIGHER-LEVEL-CONCURRENCY|2|Use high-level concurrency utilities instead of raw wait/notify to avoid subtle synchronization bugs.
CODE-CC-PREFER-IMMUTABLE|2|Design shared objects to be immutable after construction so they require no synchronization to be thread-safe.
CODE-CC-SAFE-PUBLICATION|2|Never let `this` escape a constructor; publish object references to other threads only after construction completes.
CODE-CC-STRUCTURED-CONCURRENCY|2|Scope every concurrent task to a parent that awaits completion, propagates cancellation, and surfaces child errors.
CODE-CC-SYNC-SHARED-STATE|2|Guard every access to shared mutable data with a consistent synchronization mechanism.
CODE-CC-TASK-BASED-CONCURRENCY|2|Express concurrent work as tasks submitted to an executor; never manage threads directly.
CODE-CS-BOY-SCOUT|1|Always leave the code cleaner than you found it by making small improvements on every touch.
CODE-CS-BROKEN-WINDOWS|1|Fix quality lapses immediately; never let visible disorder signal that standards have dropped.
CODE-CS-CATCH-SPECIFIC-EXCEPTIONS|1|Always catch the most specific exception type; never catch root exception types silently.
CODE-CS-CIRCUIT-BREAKER|2|Wrap calls to external dependencies in a circuit breaker to stop cascading failures automatically.
CODE-CS-CQS|1|Every method must be either a command or a query, never both.
CODE-CS-DESIGN-BY-CONTRACT|2|Specify preconditions, postconditions, and invariants for every operation and enforce them explicitly.
CODE-CS-DRY|1|Every piece of knowledge must have a single, authoritative representation in the system.
CODE-CS-EXCEPTIONS-FOR-EXCEPTIONAL-CONDITIONS|1|Use exceptions only for genuinely exceptional conditions, never for ordinary control flow.
CODE-CS-FAIL-FAST|1|Detect errors as early as possible and report them clearly; never silently continue in a broken state.
CODE-CS-HYRUMS-LAW|2|Treat all observable behaviors as implicit API contract; any change may break a consumer.
CODE-CS-INFORMATION-HIDING|1|Hide design decisions behind module interfaces; expose only what callers must know.
CODE-CS-KISS|1|Choose the simplest solution that correctly solves the problem; never add unnecessary complexity.
CODE-CS-NIH|1|Prefer proven external solutions over building equivalent functionality in-house.
CODE-CS-NO-SILVER-BULLET|2|No single technique solves all problems; choose tools based on actual context and constraints.
CODE-CS-PARETO|2|Focus effort on the high-impact 20% of code paths, bugs, and features; deprioritize the rest.
CODE-CS-POSTELS-LAW|2|Be conservative in what you send and liberal in what you accept.
CODE-CS-TELL-DONT-ASK|1|Tell objects what to do; never ask for their data to make decisions externally.
CODE-CS-UNIFORM-ACCESS|2|Expose all module services through a uniform notation regardless of storage or computation.
CODE-CS-WET|1|Eliminate duplicated knowledge; never encode the same rule or policy in multiple places.
CODE-CS-YAGNI|2|Never add functionality until it is actually needed; implement only what current requirements demand.
CODE-DX-AFFORDANCES-AND-FEEDBACK|2|Every interactive element must signal what it does and confirm the effect of every action.
CODE-DX-CODE-FOR-READERS|1|Write code to be read by humans first; prioritize clarity over cleverness in every choice.
CODE-DX-DATA-INK-RATIO|2|Maximize the data-ink ratio; remove every visual element that doesn't convey information.
CODE-DX-DELETE-DEAD-CODE|1|Remove all code that is no longer executed or referenced; rely on version control for history.
CODE-DX-ERROR-PREVENTION|2|Design to prevent errors from occurring in the first place, not to recover from them after.
CODE-DX-NAMING|1|Every name must reveal intent; never use a name that requires a comment to explain it.
CODE-DX-RECOGNITION-OVER-RECALL|2|Make objects, actions, and options visible so users never need to recall them from memory.
CODE-DX-REDUCE-COGNITIVE-LOAD|2|Structure code so developers hold as few concepts in working memory as possible at any point.
CODE-DX-SMALL-FUNCTIONS|1|Keep functions small, doing one thing only; extract additional responsibilities into named functions.
CODE-DX-SYSTEM-STATUS-VISIBILITY|2|Always inform users what the system is doing through timely, appropriate feedback.
CODE-OB-ALERT-ON-SYMPTOMS|2|Alert on user-visible symptoms like error rates and latency SLOs, not on internal resource signals.
CODE-OB-DISTRIBUTED-TRACING|2|Assign a unique trace ID at every request entry point and propagate it through all services.
CODE-OB-EMIT-EVENTS|2|Emit rich contextual events for every unit of work rather than relying on pre-aggregated metrics.
CODE-OB-ERROR-BUDGET|2|Alert on SLO burn rate and treat reliability as highest priority when the error budget is exhausted.
CODE-OB-FOUR-GOLDEN-SIGNALS|2|Instrument every service to expose Latency, Traffic, Errors, and Saturation as the minimum signals.
CODE-OB-HEALTH-CHECK-API|2|Expose dedicated liveness and readiness endpoints on every service for orchestrators and load balancers.
CODE-OB-HIGH-CARDINALITY|2|Include high-cardinality fields like user IDs in telemetry to pinpoint exactly who and what is affected.
CODE-OB-PERCENTILE-LATENCY|2|Report tail percentiles (p99, p99.9) for latency; never rely on mean or maximum values alone.
CODE-OB-RED-METHOD|2|Instrument every service with Rate, Errors, and Duration as the minimum request-scoped signals.
CODE-OB-SERVICE-LEVEL-OBJECTIVES|2|Define explicit SLOs quantifying reliability targets and continuously measure performance against them.
CODE-OB-STRUCTURED-TELEMETRY|2|Emit structured, machine-parseable telemetry with request-scoped context on every event.
CODE-OB-USE-METHOD|2|For every resource, measure Utilisation, Saturation, and Errors to systematically detect bottlenecks.
CODE-PF-DATA-LOCALITY|3|Arrange data in memory so that items accessed together are stored contiguously for cache efficiency.
CODE-PF-MECHANICAL-SYMPATHY|3|Write code that works with hardware characteristics like cache lines and branch prediction, not against them.
CODE-PF-MINIMIZE-ALLOCATION|3|Minimize object creation in hot paths to reduce GC pressure and prevent unpredictable pauses.
CODE-PF-PREDICTABLE-LATENCY|3|Eliminate lock contention and GC pressure in hot paths to ensure consistent, predictable response times.
CODE-PF-PROFILE-FIRST|3|Always profile to identify actual bottlenecks before making any performance optimization.
CODE-RL-BACKPRESSURE|2|Signal producers to slow down when consumers are overwhelmed; never buffer unboundedly or drop silently.
CODE-RL-CONSISTENCY-MODELS|2|Choose consistency models explicitly per operation based on correctness requirements, not by accident.
CODE-RL-FAULT-TOLERANCE|2|Set timeouts on all remote calls and design for graceful degradation when any dependency fails.
CODE-RL-IDEMPOTENCY|2|Design operations so repeated execution produces the same result, enabling safe retries without side effects.
CODE-RL-SCHEMA-EVOLUTION|2|Design data schemas for forward and backward compatibility to enable independent service deployments.
CODE-SEC-COMPLETE-MEDIATION|2|Verify every access to every resource against the authorization policy on every request without exception.
CODE-SEC-DATA-INTEGRITY|2|Verify the integrity of all software artifacts, dependencies, and data before consuming them.
CODE-SEC-DEFENSE-IN-DEPTH|1|Layer independent security controls so that no single failure grants full access to a protected resource.
CODE-SEC-FAIL-SAFE-DEFAULTS|1|Deny access by default; any error or ambiguity in an authorization check must result in denial, never access.
CODE-SEC-PRIVACY-BY-DESIGN|2|Collect only required personal data, retain it minimally, and make privacy-protective behavior the default.
CODE-SEC-SECURITY-BY-DESIGN|2|Perform threat modeling and apply secure design patterns before implementation begins, not after.
CODE-SEC-SECURITY-LOGGING|2|Log all security-relevant events with full context and actively monitor for anomalous patterns and attacks.
CODE-SEC-STRONG-CRYPTOGRAPHY|2|Use only established cryptographic algorithms and libraries; never implement custom cryptographic primitives.
CODE-SEC-VALIDATE-INPUT|1|Validate all input at every system boundary; never trust external data.
CODE-SMELLS-ALTERNATIVE-CLASSES|2|Unify classes that perform the same role under a common interface to eliminate hidden duplication.
CODE-SMELLS-COMMENTS-AS-DEODORANT|2|Refactor code to make intent self-evident; use comments only to explain why, never what.
CODE-SMELLS-DATA-CLASS|2|Give data classes meaningful behavior; eliminate passive data holders that scatter logic into other classes.
CODE-SMELLS-DATA-CLUMPS|2|Extract recurring groups of related data fields into a named object rather than repeating them everywhere.
CODE-SMELLS-DIVERGENT-CHANGE|2|Split classes that change for multiple unrelated reasons to enforce single responsibility.
CODE-SMELLS-FEATURE-ENVY|2|Move methods that use another class's data more than their own into that other class.
CODE-SMELLS-GLOBAL-DATA|1|Eliminate global mutable state; restrict data access and modification to narrowly scoped locations.
CODE-SMELLS-INSIDER-TRADING|2|Decouple classes that access each other's private internals excessively by moving or hiding shared data.
CODE-SMELLS-LARGE-CLASS|2|Split classes with too many responsibilities into focused, single-purpose classes.
CODE-SMELLS-LAZY-ELEMENT|2|Remove or inline abstractions that do not justify their existence with meaningful logic or reuse.
CODE-SMELLS-LONG-METHOD|2|Extract logically distinct blocks from long methods into well-named, single-purpose methods.
CODE-SMELLS-LONG-PARAMETER-LIST|2|Replace long parameter lists with parameter objects to reduce complexity and prevent call-site errors.
CODE-SMELLS-LOOPS|2|Replace imperative loops that filter, transform, or accumulate with declarative pipeline operations.
CODE-SMELLS-MESSAGE-CHAINS|2|Break long navigation chains by moving logic closer to the data it needs, reducing coupling to structure.
CODE-SMELLS-MIDDLE-MAN|2|Remove or inline classes that do nothing but delegate to another class without adding meaningful logic.
CODE-SMELLS-MUTABLE-DATA|2|Minimize mutable state scope; prefer immutability and confine mutation to a single, explicit location.
CODE-SMELLS-PRIMITIVE-OBSESSION|2|Replace primitive types used as domain concepts with small, named domain objects that encapsulate behavior.
CODE-SMELLS-REFUSED-BEQUEST|2|Replace inheritance with composition when a subclass rejects significant portions of its parent's interface.
CODE-SMELLS-SHOTGUN-SURGERY|2|Consolidate scattered logic so that a single concept change requires editing only one location.
CODE-SMELLS-SPECULATIVE-GENERALITY|2|Build only for today's known requirements; remove unused abstractions and speculative dead flexibility.
CODE-SMELLS-SWITCH-STATEMENTS|2|Replace repeated switch/if-else type-dispatch chains with polymorphism so new variants require no edits.
CODE-SMELLS-TEMPORARY-FIELD|2|Never leave instance fields valid only sometimes; extract context-specific state into a dedicated class.
CODE-TP-BRANDED-TYPES|2|Wrap primitive values in distinct types so the compiler rejects mismatched domain concepts at compile time.
CODE-TP-EXHAUSTIVE-PATTERN-MATCHING|2|Use exhaustive pattern matching so the compiler enforces that every variant of a type is handled.
CODE-TP-MAKE-ILLEGAL-STATES-UNREPRESENTABLE|2|Design types so that invalid domain states cannot be constructed, not merely discouraged by convention.
CODE-TP-PREFER-SUM-TYPES|2|Model multi-variant values as sum types, not booleans, strings, or integer codes.
CODE-TP-TYPE-STATE-MACHINES|2|Encode distinct object states as separate types so invalid state transitions become compile-time errors.
CODE-TS-ARRANGE-ACT-ASSERT|2|Structure every test in three explicit phases: Arrange, Act, and Assert.
CODE-TS-CHARACTERIZATION-TESTS|2|Before refactoring legacy code, write characterization tests that pin its current behaviour as a safety net.
CODE-TS-CONSUMER-DRIVEN-CONTRACTS|2|Let consumers define the API contracts they need and verify providers satisfy all contracts in CI.
CODE-TS-FAST-TESTS|2|Keep tests fast enough to run after every small change without degrading the developer feedback loop.
CODE-TS-HUMBLE-OBJECT|2|Extract logic from framework-coupled classes into a dependency-free Humble Object that is easy to test.
CODE-TS-NO-TEST-LOGIC-IN-PRODUCTION|2|Never add test-only branches to production code; use dependency injection or seams instead.
CODE-TS-PROPERTY-BASED-TESTING|2|Specify invariants that must hold for any valid input and let the framework generate and shrink test cases.
CODE-TS-SINGLE-BEHAVIOR|2|Each test must assert exactly one logical behavior so failures pinpoint the broken condition immediately.
CODE-TS-TEST-BEHAVIOR|2|Test observable behavior through the public contract, never internal implementation details.
CODE-TS-TEST-DATA-BUILDER|2|Use the Builder pattern to construct test fixtures, setting only the fields relevant to each scenario.
CODE-TS-TEST-DOUBLES|2|Prefer real collaborators over test doubles; only mock external dependencies like networks and databases.
CODE-TS-TEST-FIRST|2|Write a failing test before any production code and follow the red-green-refactor cycle strictly.
CODE-TS-TEST-INDEPENDENCE|2|Each test must run in any order and in isolation, sharing no mutable state with other tests.
CODE-TS-TEST-NAMING|2|Name tests as behavior specifications that state context, action, and expected outcome without reading the body.
CODE-TS-TEST-PYRAMID|2|Build test suites as a pyramid: many fast unit tests, fewer integration tests, minimal end-to-end tests.
CONFIG-CHANGE-TRACEABILITY|2|Every configuration change must flow through version control and peer review, producing a full audit trail.
CONFIG-ENVIRONMENT-PARITY|1|Keep config schema identical across all environments; vary only values, never structure or branching behaviour.
CONFIG-EXPLICIT-DEFAULTS|1|Declare every optional config key's default explicitly in the schema, not buried in application fallback logic.
CONFIG-EXPLICIT-OVER-CONVENTIONAL|1|Make every configuration key and its effect explicit; never rely on undocumented framework conventions.
CONFIG-MINIMAL-SURFACE|2|Remove all unused, deprecated, and duplicated configuration keys to minimise the configuration attack surface.
CONFIG-NO-HARDCODED-SECRETS|1|Never commit secrets to version control; supply them at runtime via dedicated secrets management tooling.
CONFIG-SCHEMA-FIRST|1|Define a schema declaring every config key before writing values; validate config files against it in CI.
CONFIG-SCHEMA-VALIDATION|1|Validate all configuration against a schema at startup and fail immediately on any missing or malformed value.
DB-ACID|1|Ensure every database transaction satisfies Atomicity, Consistency, Isolation, and Durability guarantees.
DB-AVOID-N-PLUS-ONE|2|Never issue a separate query per row; replace N+1 patterns with joins, batch loads, or eager loading.
DB-CAP-THEOREM|2|Explicitly choose between consistency and availability during partitions before a distributed system is designed.
DB-CQRS|2|Separate command and query models when read and write paths have different scaling or structural requirements.
DB-DENORMALIZE-INTENTIONALLY|2|Denormalise only when a measured performance problem justifies it and the redundancy is explicitly managed.
DB-EVENT-SOURCING|2|Store the full sequence of immutable events rather than current state; derive state by replaying the log.
DB-EVENTUAL-CONSISTENCY|2|Design systems for eventual consistency explicitly; implement conflict detection and read guarantees where required.
DB-INDEX-FOR-ACCESS-PATTERNS|2|Create indexes based on specific measured query access patterns, not schema shape or general intuition.
DB-OPTIMISTIC-CONCURRENCY|2|Use optimistic concurrency in read-heavy workloads; detect conflicts at commit time and retry rather than locking.
DB-OUTBOX-PATTERN|2|Write events to an outbox table in the same transaction as domain changes to eliminate dual-write failures.
DB-POLYGLOT-PERSISTENCE|2|Choose the storage technology whose data model best fits each distinct access pattern in the system.
DB-SCHEMA-MIGRATIONS-AS-CODE|1|Express every schema change as a versioned migration file reviewed and applied exclusively by automated pipelines.
DB-THIRD-NORMAL-FORM|2|Design relational schemas to at least Third Normal Form by default; denormalise only when justified by measurement.
DB-TWO-PHASE-LOCKING|2|Acquire all locks before releasing any; keep transactions short to prevent deadlocks and serializability violations.
DDD-AGGREGATE-ROOT|2|Route all external access and modifications to an aggregate exclusively through its single root entity.
DDD-AGGREGATE|2|Group related entities and value objects into small consistency boundaries and enforce invariants within each transaction.
DDD-BOUNDED-CONTEXT|2|Define explicit model boundaries and map inter-context relationships rather than forcing a single unified model.
DDD-CONTEXT-MAP|2|Document explicit relationships between Bounded Contexts using a Context Map with named integration patterns.
DDD-DOMAIN-EVENT|2|Record meaningful domain occurrences as immutable past-tense events and publish them to decouple bounded contexts.
DDD-ENTITY|2|Define domain objects by unique identity, not attribute values, and base equality exclusively on that identity.
DDD-OPEN-HOST-SERVICE|2|Expose a versioned, documented protocol for external contexts to consume while keeping the internal model free to evolve.
DDD-PUBLISHED-LANGUAGE|2|Translate between bounded contexts using a shared, agreed-upon exchange format rather than exposing internal models.
DDD-REPOSITORY|2|Access and persist aggregates through a collection-like interface that hides all data-store implementation details.
DDD-SHARED-KERNEL|2|Share only a minimal, explicitly agreed-upon subset of the domain model and require bilateral consent for any change.
DDD-SPECIFICATION|2|Encapsulate business rules in named, combinable Specification objects with a single `isSatisfiedBy` method.
DDD-UBIQUITOUS-LANGUAGE|2|Use domain expert vocabulary exactly in all code, conversations, and documentation without translation.
DDD-VALUE-OBJECT|2|Model descriptive domain concepts without identity as immutable objects compared by full attribute equality.
DOC-ACCURACY|2|Keep documentation synchronized with the system; never let it describe behavior that no longer exists.
DOC-ADDRESSABLE|2|Give every meaningful document section a stable, direct link using consistent, non-duplicate headings.
DOC-AS-CODE|1|Store documentation in version control alongside code and apply the same review and CI workflow.
DOC-AUDIENCE|2|Write every document for a specific reader with a known background and a concrete goal in mind.
DOC-CLOSE-TO-CODE|1|Store documentation in the same directory as the artifact it describes to prevent drift.
DOC-DIAGRAMS-AS-CODE|1|Store diagrams as plain-text source files and render them at build or view time.
DOC-EXAMPLES|2|Accompany every abstract description with a concrete, runnable example that readers can try immediately.
DOC-MINIMAL|1|Omit speculative, derivable, or duplicated content; every sentence must earn its place by serving the reader.
DOC-OBJECTIVE|1|Use only factual, demonstrable claims and omit marketing adjectives like "easy", "simple", or "powerful".
DOC-PROGRESSIVE-DISCLOSURE|2|Lead with the simplest case and layer increasing complexity so readers can stop when they have enough.
DOC-PURPOSE|1|Assign each document exactly one purpose—tutorial, how-to, reference, or explanation—and never mix them.
DOC-SCANNABLE|1|Use descriptive headings, short paragraphs, and bold anchors so readers can locate information by scanning.
DOC-SELF-CONTAINED|2|Make every page intelligible in isolation by defining prerequisites and context without assuming prior reading.
DOC-TASK-ORIENTED|2|Structure documentation around user goals expressed as tasks, not around internal product components.
DOC-UNIQUE|1|Maintain a single canonical source for every piece of content and link to it rather than duplicating.
EFFECTIVE-JAVA-BUILDER|2|Use the Builder pattern when constructors or factories require many parameters, especially optional ones.
EFFECTIVE-JAVA-DESIGN-FOR-INHERITANCE|2|Document self-use of overridable methods and mark classes `final` unless explicitly designed for inheritance.
EFFECTIVE-JAVA-DESIGN-INTERFACES-FOR-POSTERITY|2|Audit every default method added to an existing interface against all known implementations before release.
EFFECTIVE-JAVA-DESIGN-METHOD-SIGNATURES|2|Keep parameter lists to four or fewer, use enums instead of booleans, and choose method names carefully.
EFFECTIVE-JAVA-ELIMINATE-UNCHECKED-WARNINGS|2|Eliminate all unchecked warnings; suppress only when type-safety is proven and suppression is scoped as narrowly as possible.
EFFECTIVE-JAVA-INTERFACES-FOR-TYPES|2|Use interfaces to define behavioral types; never use them solely as containers for constants.
EFFECTIVE-JAVA-MINIMIZE-ACCESSIBILITY|2|Declare every class and member as inaccessible as possible to enforce encapsulation and hide implementation details.
EFFECTIVE-JAVA-MINIMIZE-MUTABILITY|2|Make classes immutable by default: prevent extension, make fields final, and return new instances from operations.
EFFECTIVE-JAVA-OVERRIDE-EQUALS-CONTRACT|1|Override `equals` only when fulfilling the full reflexive-symmetric-transitive contract, and always override `hashCode` too.
EFFECTIVE-JAVA-PREFER-CLASS-HIERARCHIES|2|Replace tagged classes that branch on a type field with a proper abstract class hierarchy.
EFFECTIVE-JAVA-PREFER-DEPENDENCY-INJECTION|1|Pass dependencies into constructors rather than hardwiring them as singletons or static utilities.
EFFECTIVE-JAVA-PREFER-INTERFACES|2|Define types with interfaces rather than abstract classes; use abstract classes only for skeletal implementations.
EFFECTIVE-JAVA-RETURN-EMPTY-COLLECTIONS|2|Return empty collections or zero-length arrays instead of `null` to eliminate mandatory null checks in callers.
EFFECTIVE-JAVA-STATIC-FACTORY|2|Prefer static factory methods over constructors for named, cached, or polymorphic instance creation.
EFFECTIVE-JAVA-WRITE-DOC-COMMENTS|2|Document every exported API element with a Javadoc comment covering contract, parameters, return value, and exceptions.
EIP-AGGREGATOR|2|Always define a correlation expression, completeness condition, and timeout strategy for every Aggregator.
EIP-CLAIM-CHECK|2|Store large payloads externally and pass only a lightweight claim-check reference through the message bus.
EIP-CONTENT-BASED-ROUTER|2|Route messages to downstream channels based on content in a dedicated Router, never inside consumers.
EIP-CONTENT-ENRICHER|2|Enrich messages with additional data at a dedicated pipeline boundary before they reach downstream consumers.
EIP-CORRELATION-IDENTIFIER|2|Attach and propagate a unique Correlation Identifier through every message, downstream call, log, and trace span.
EIP-DEAD-LETTER-CHANNEL|2|Route undeliverable messages to a Dead Letter Channel for inspection and replay instead of discarding them.
EIP-IDEMPOTENT-CONSUMER|2|Track processed message IDs and discard duplicates to achieve effectively-once processing under at-least-once delivery.
EIP-MESSAGE-FILTER|2|Remove unwanted messages in a dedicated Filter component; never duplicate filtering logic in consumers.
EIP-MESSAGE-TRANSLATOR|2|Translate between message formats in a dedicated Translator so producers and consumers remain fully decoupled.
